id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/184304,The Metaphysics of a Logical Empiricist,Philosophy of Science,1941,,article,research-article,jstor,,1941-07-01,3,8,http://www.jstor.org/stable/184304,Ralph W. Erickson,The University of Chicago Press,eng,320,328,,,3101,9,unigram; bigram; trigram
ark://27927/phw8d028pd,"Chances, Counterfactuals, and Similarity",Philosophy and Phenomenological Research,2008,10.1111/j.1933-1592.2008.00196.x,article,,portico,,2008-09-01,2,77,http://doi.org/10.1111/j.1933-1592.2008.00196.x,J. ROBERT G. WILLIAMS,"John Wiley & Sons, Inc.",eng,385,420,,counterfactuals; lewisian; quasi miracles; chances counterfactuals; coin flips; similarity; quasi miraculous; remarkable; worlds; actual world,15400,36,unigram; bigram; trigram
http://www.jstor.org/stable/2653498,An Anti-Philosophy of the Emotions?,Philosophy and Phenomenological Research,2000,,article,research-article,jstor,,2000-03-01,2,60,http://www.jstor.org/stable/2653498,R. Jay Wallace,International Phenomenological Society,eng,469,477,,,4552,9,unigram; bigram; trigram
http://www.jstor.org/stable/41441888,Review Article,The Philosophical Review,2009,,article,book-review,jstor,,2009-04-01,2,118,http://www.jstor.org/stable/41441888,Kelly Trogdon,Duke University Press,eng,269,273,,,1678,5,unigram; bigram; trigram
http://www.jstor.org/stable/429847,Review Article,The Journal of Aesthetics and Art Criticism,1978,,article,book-review,jstor,,1978-12-01,2,37,http://www.jstor.org/stable/429847,Mihai Nadin,Wiley,eng,223,226,,,3390,4,unigram; bigram; trigram
http://www.jstor.org/stable/20130075,Review Article,The Review of Metaphysics,1997,,article,book-review,jstor,,1997-03-01,3,50,http://www.jstor.org/stable/20130075,Phillip D. Cummins,Philosophy Education Society Inc.,eng,647,649,,,1005,3,unigram; bigram; trigram
ark://27927/phzp9drmq75,On Selfhood and Godhood,The Journal of Philosophy,1960,10.2307/2022389,article,book,portico,,1960-01-01,6,57,http://doi.org/10.2307/2022389,Peter A. Bertocci,Philosophy Documentation Center,eng,188,195,,,3705,8,unigram; bigram; trigram
http://www.jstor.org/stable/2379650,Shorter Notices,Ethics,1961,,article,misc,jstor,,1961-07-01,4,71,http://www.jstor.org/stable/2379650,,University of Chicago Press,eng,308,311,,,2309,4,unigram; bigram; trigram
http://www.jstor.org/stable/2178861,The Effectiveness of Thought,The Philosophical Review,1927,,article,research-article,jstor,,1927-11-01,6,36,http://www.jstor.org/stable/2178861,Albert L. Hammond,Duke University Press,eng,517,534,,,6963,18,unigram; bigram; trigram
http://www.jstor.org/stable/2180177,Review Article,The Philosophical Review,1929,,article,book-review,jstor,,1929-03-01,2,38,http://www.jstor.org/stable/2180177,Hartley Burr Alexander,Duke University Press,eng,189,194,,,2445,6,unigram; bigram; trigram
http://www.jstor.org/stable/2379352,Review Article,Ethics,1959,,article,book-review,jstor,,1959-04-01,3,69,http://www.jstor.org/stable/2379352,Peter Diamadopoulos,University of Chicago Press,eng,211,213,,,1799,3,unigram; bigram; trigram
ark://27927/phzvkc8pf6,"The Will to Make‐Believe: Religious Fictionalism, Religious Beliefs, and the Value of Art",Philosophy and Phenomenological Research,2018,10.1111/phpr.12328,article,,portico,,2018-05-01,3,96,http://doi.org/10.1111/phpr.12328,Andrea Sauchelli,"John Wiley & Sons, Inc.",eng,620,635,,fictionalism; religious; religious beliefs; hypothetical fictionalism; stance; fictionalist stance; certain; certain religious; religious hypothetical; entertaining,9351,16,unigram; bigram; trigram
http://www.jstor.org/stable/2104652,Political Philosophy and Ontology,Philosophy and Phenomenological Research,1958,,article,research-article,jstor,,1958-06-01,4,18,http://www.jstor.org/stable/2104652,Stanley Rosen,International Phenomenological Society,eng,536,540,,,2449,5,unigram; bigram; trigram
http://www.jstor.org/stable/10.1086/233205,The Answer to Kekes's Question,Ethics,1999,,article,research-article,jstor,,1999-10-01,1,110,http://www.jstor.org/stable/10.1086/233205,Linda Barclay,The University of Chicago Press,eng,84,92,,,4215,9,unigram; bigram; trigram
http://www.jstor.org/stable/2025190,Perception from an Epistemological Point of View,The Journal of Philosophy,1971,,article,research-article,jstor,,1971-10-07,19,68,http://www.jstor.org/stable/2025190,Fred I. Dretske,"Journal of Philosophy, Inc.",eng,584,591,,,3434,8,unigram; bigram; trigram
http://www.jstor.org/stable/2248858,The A Fortiori Argument,Mind,1916,,article,research-article,jstor,,1916-10-01,100,25,http://www.jstor.org/stable/2248858,Alfred Sidgwick,Oxford University Press,eng,518,521,,,1710,4,unigram; bigram; trigram
http://www.jstor.org/stable/2250329,New Books,Mind,1935,,article,misc,jstor,,1935-01-01,173,44,http://www.jstor.org/stable/2250329,W. D. Lamont; H. R. Mackintosh; H. Barker; R. I. Aaron; H. B. Acton; J. H. M.; Ralph Tyler Flewelling; J. W. Scott,Oxford University Press,eng,98,114,,,9775,17,unigram; bigram; trigram
ark://27927/phzp9f74jn4,New Books and Current Journals,The Journal of Philosophy,1955,10.5840/jphil195552244,article,,portico,,1955-01-01,24,52,http://doi.org/10.5840/jphil195552244,,Philosophy Documentation Center,eng,762,767,,,2706,6,unigram; bigram; trigram
ark://27927/phw8d02gfp,Two Kinds of Self‐Knowledge,Philosophy and Phenomenological Research,2009,10.1111/j.1933-1592.2008.00235.x,article,,portico,,2009-01-01,1,78,http://doi.org/10.1111/j.1933-1592.2008.00235.x,MATTHEW BOYLE,"John Wiley & Sons, Inc.",eng,133,164,,knowledge; mental states; comprehending; account; subject; representation; avowals; self ascriptive; attitudes; question,15262,32,unigram; bigram; trigram
http://www.jstor.org/stable/2185126,Review Article,The Philosophical Review,1989,,article,book-review,jstor,,1989-10-01,4,98,http://www.jstor.org/stable/2185126,Diana Raffman,Duke University Press,eng,576,578,,,1146,3,unigram; bigram; trigram
http://www.jstor.org/stable/2177970,The Factual,The Philosophical Review,1908,,article,research-article,jstor,,1908-05-01,3,17,http://www.jstor.org/stable/2177970,Walter T. Marvin,Duke University Press,eng,281,290,,,3962,10,unigram; bigram; trigram; fullText
ark://27927/phx19w6hgxw,Thinking About Different Nonexistents of the Same Kind: Reid's Account of the Imagination and its Nonexistent Objects,Philosophy and Phenomenological Research,2016,10.1111/phpr.12196,article,,portico,,2016-11-01,3,93,http://doi.org/10.1111/phpr.12196,Marina Folescu,"John Wiley & Sons, Inc.",eng,627,649,,objects; tropes; centaurs; fictional; universals; different nonexistents; imagination; imagine; fictional objects; complex universals,10876,23,unigram; bigram; trigram
ark://27927/phzp9kzr23t,The Moral Therapy of Evolutionary Naturalism,The Journal of Philosophy,1945,10.2307/2018983,article,,portico,,1945-01-01,13,42,http://doi.org/10.2307/2018983,Morton G. White,Philosophy Documentation Center,eng,361,364,,,1628,4,unigram; bigram; trigram
http://www.jstor.org/stable/10.1086/675874,"Experiments In Vivo, In Vitro, and In Cathedra",Ethics,2014,,article,research-article,jstor,,2014-07-01,4,124,http://www.jstor.org/stable/10.1086/675874,Sarah Buss,The University of Chicago Press,eng,860,881,,,8802,22,unigram; bigram; trigram
http://www.jstor.org/stable/2379399,Review Article,Ethics,1966,,article,book-review,jstor,,1966-10-01,1,77,http://www.jstor.org/stable/2379399,Donald Meiklejohn,University of Chicago Press,eng,73,76,,,2819,4,unigram; bigram; trigram
ark://27927/phz1kn9n4ww,Have Your Cake and Eat It Too: The Old Principal Principle Reconciled with the New,Philosophy and Phenomenological Research,2004,10.1111/j.1933-1592.2004.tb00399.x,article,,portico,,2004-09-01,2,69,http://doi.org/10.1111/j.1933-1592.2004.tb00399.x,PETER B. M. VRANAS,"John Wiley & Sons, Inc.",eng,368,382,,admissible; credence; conditional credence; chance; proposition; entails; undermining; chance credence; inverse form; strevens,7398,15,unigram; bigram; trigram
ark://27927/phz1jqhbzk4,Justified vs. Warranted Perceptual Belief: Resisting Disjunctivism,Philosophy and Phenomenological Research,2005,10.1111/j.1933-1592.2005.tb00453.x,article,article,portico,,2005-09-01,2,71,http://doi.org/10.1111/j.1933-1592.2005.tb00453.x,JUAN COMESAÑA,"John Wiley & Sons, Inc.",eng,367,383,,mcdowell; hcf theories; phenomenologically indistinguishable; belief; perceptual; warranted; perceptually manifest; perceptual belief; epistemically relevant; knowledge,7943,17,unigram; bigram; trigram
http://www.jstor.org/stable/20116749,Concepts and Conceptual Change,Synthese,1990,,article,research-article,jstor,,1990-02-01,2,82,http://www.jstor.org/stable/20116749,Paul Thagard,Springer,eng,255,274,,,7016,20,unigram; bigram; trigram
http://www.jstor.org/stable/427818,Review Article,The Journal of Aesthetics and Art Criticism,1959,,article,book-review,jstor,,1959-03-01,3,17,http://www.jstor.org/stable/427818,Anna-Teresa Tymieniecka,Wiley,eng,391,392,,,1226,2,unigram; bigram; trigram
ark://27927/phw1pkzvgxq,Duncan Pritchard: Epistemic Angst: Radical Skepticism and the Groundlessness of Our Believing,The Journal of Philosophy,2017,10.5840/jphil20171141040,article,,portico,,2017-01-01,10,114,http://doi.org/10.5840/jphil20171141040,Ernest Sosa,Philosophy Documentation Center,eng,563,569,,grounded knowledge; rationally; factive; rationally grounded knowledge; radical skeptical; reflectively accessible; beliefs; belief; closure principle; premise,3015,7,unigram; bigram; trigram
http://www.jstor.org/stable/2175502,Morality the Last of Dogmas,The Philosophical Review,1896,,article,research-article,jstor,,1896-07-01,4,5,http://www.jstor.org/stable/2175502,Antonio Llano,Duke University Press,eng,371,394,,,9099,24,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/20130494,On the Boundary of Intelligibility: Kant's Conception of Radical Evil and the Limits of Ethical Discourse,The Review of Metaphysics,2005,,article,research-article,jstor,,2005-03-01,3,58,http://www.jstor.org/stable/20130494,Evgenia Cherkasova,Philosophy Education Society Inc.,eng,571,584,,,5803,14,unigram; bigram; trigram
http://www.jstor.org/stable/2014154,Activity and Objects in Dewey's Human Nature and Conduct,The Journal of Philosophy,1923,,article,research-article,jstor,,1923-10-25,22,20,http://www.jstor.org/stable/2014154,George P. Adams,"Journal of Philosophy, Inc.",eng,596,603,,,3152,8,unigram; bigram; trigram; fullText
ark://27927/pgk3gxpccrj,New Anthologies,The Journal of Philosophy,2014,10.5840/jphil2014111619,article,announcement,portico,,2014-01-01,6,111,http://doi.org/10.5840/jphil2014111619,,Philosophy Documentation Center,eng,334,337,,,1742,4,unigram; bigram; trigram
ark://27927/phz1jqgwf97,Two Accounts of Objective Reasons,Philosophy and Phenomenological Research,2003,10.1111/j.1933-1592.2003.tb00301.x,article,,portico,,2003-09-01,2,67,http://doi.org/10.1111/j.1933-1592.2003.tb00301.x,CHRISTIAN PILLER,"John Wiley & Sons, Inc.",eng,444,451,,subjectivist; duties; beliefs; objective duties; agent ought; subjective duties; objectivist; normative; reasons; lucky failure,3516,8,unigram; bigram; trigram
http://www.jstor.org/stable/41477397,A resolute reading of Cassirer's anthropology,Synthese,2011,,article,research-article,jstor,,2011-03-01,1,179,http://www.jstor.org/stable/41477397,Steen Brock,Springer,eng,93,113,,,11281,21,unigram; bigram; trigram
http://www.jstor.org/stable/26166270,Value concepts (1958),Synthese,2017,,article,research-article,jstor,,2017-01-01,1,194,http://www.jstor.org/stable/26166270,Rudolf Carnap,Springer,eng,185,194,,,4955,10,unigram; bigram; trigram
ark://27927/phz1jqh0xs3,Précis of Knowledge and its Limits,Philosophy and Phenomenological Research,2005,10.1111/j.1933-1592.2005.tb00537.x,article,,portico,,2005-03-01,2,70,http://doi.org/10.1111/j.1933-1592.2005.tb00537.x,TIMOTHY WILLIAMSON,"John Wiley & Sons, Inc.",eng,431,435,,mental states; belief; knowledge; factive mental; factive; good thing; privileged access; one knows; anti luminosity; purely mental,2143,5,unigram; bigram; trigram
ark://27927/phx4tct0v8f,Human Rights and The Right to be Loved,Philosophy and Phenomenological Research,2017,10.1111/phpr.12401,article,,portico,,2017-05-01,3,94,http://doi.org/10.1111/phpr.12401,Japa Pallikkathayil,"John Wiley & Sons, Inc.",eng,743,748,,biological parenting; human beings; rights; good life; rightholders; rightholder; moral agency; genetic basis; fundamental conditions; pursuing,3685,6,unigram; bigram; trigram
http://www.jstor.org/stable/20115696,Sets II,Synthese,1981,,article,research-article,jstor,,1981-12-01,3,49,http://www.jstor.org/stable/20115696,Erik Stenius,Springer,eng,423,426,,,1408,4,unigram; bigram; trigram
ark://27927/phz1kn9n3xx,The Ethical Advantages of Free Will Subjectivism,Philosophy and Phenomenological Research,2004,10.1111/j.1933-1592.2004.tb00402.x,article,,portico,,2004-09-01,2,69,http://doi.org/10.1111/j.1933-1592.2004.tb00402.x,RICHARD DOUBLE,"John Wiley & Sons, Inc.",eng,411,422,,subjectivism; moral freedom; moral intuitions; smilansky; pereboom; free will subjectivism; metaethical; objectively true; metaethical subjectivism; theories,5058,12,unigram; bigram; trigram
http://www.jstor.org/stable/2184116,All Kinds of Possibility,The Philosophical Review,1975,,article,research-article,jstor,,1975-07-01,3,84,http://www.jstor.org/stable/2184116,Ian Hacking,Duke University Press,eng,321,337,,,6454,17,unigram; bigram; trigram
ark://27927/pgh177s2j85,"Knowledge, Justification and Normative Coincidence",Philosophy and Phenomenological Research,2014,10.1111/j.1933-1592.2012.00605.x,article,,portico,,2014-09-01,2,89,http://doi.org/10.1111/j.1933-1592.2012.00605.x,Martin Smith,"John Wiley & Sons, Inc.",eng,273,295,,normative coincidence; justification; normatively coincident; coincidence constraint; normative coincidence constraint; knowledge; lottery; epistemic; justifiably believe; belief,10205,23,unigram; bigram; trigram
ark://27927/phzp9hvn6d7,John Dewey's Theory of Judgment,The Journal of Philosophy,1930,10.2307/2016334,article,,portico,,1930-01-01,10,27,http://doi.org/10.2307/2016334,Joseph Ratner,Philosophy Documentation Center,eng,253,264,,,5767,12,unigram; bigram; trigram
http://www.jstor.org/stable/2103112,The Problem of Probability,Philosophy and Phenomenological Research,1946,,article,research-article,jstor,,1946-06-01,4,6,http://www.jstor.org/stable/2103112,Donald Williams,International Phenomenological Society,eng,619,622,,,1840,4,unigram; bigram; trigram
http://www.jstor.org/stable/2989021,Thomas Jefferson and the Perfectibility of Mankind,Ethics,1943,,article,research-article,jstor,,1943-07-01,4,53,http://www.jstor.org/stable/2989021,T. V. Smith,University of Chicago Press,eng,293,310,,,10548,18,unigram; bigram; trigram
http://www.jstor.org/stable/2254762,Review Article,Mind,1985,,article,book-review,jstor,,1985-04-01,374,94,http://www.jstor.org/stable/2254762,I. G. McFetridge,Oxford University Press,eng,321,323,,,1227,3,unigram; bigram; trigram
http://www.jstor.org/stable/2020044,A Note on Categories,The Journal of Philosophy,1947,,article,research-article,jstor,,1947-03-13,6,44,http://www.jstor.org/stable/2020044,John L. Harvey,"Journal of Philosophy, Inc.",eng,162,165,,,1132,4,unigram; bigram; trigram
ark://27927/phzp9f3zjs4,Is Marx's Labor Theory of Value Excess Metaphysical Baggage?,The Journal of Philosophy,1983,10.5840/jphil1983801127,article,,portico,,1983-01-01,11,80,http://doi.org/10.5840/jphil1983801127,Marx W. Wartofsky,Philosophy Documentation Center,eng,719,730,,,6199,12,unigram; bigram; trigram
http://www.jstor.org/stable/2026450,Review Article,The Journal of Philosophy,1982,,article,book-review,jstor,,1982-02-01,2,79,http://www.jstor.org/stable/2026450,Patricia Smith Churchland,"Journal of Philosophy, Inc.",eng,98,111,,,5805,14,unigram; bigram; trigram
ark://27927/pgk2k48j59k,Excuses for Hume's Skepticism,Philosophy and Phenomenological Research,2016,10.1111/phpr.12197,article,,portico,,2016-03-01,2,92,http://doi.org/10.1111/phpr.12197,Yuval Avnur,"John Wiley & Sons, Inc.",eng,264,306,,excuse; beliefs; skeptical worries; ordinary beliefs; epistemic; naturally unavoidable; nature; unavoidable; natural; wrongdoing,21583,43,unigram; bigram; trigram
http://www.jstor.org/stable/42000266,Does the Brain Lead the Mind?,Philosophy and Phenomenological Research,2013,,article,research-article,jstor,,2013-03-01,2,86,http://www.jstor.org/stable/42000266,STORRS MCCALL,International Phenomenological Society,eng,262,265,,,1747,4,unigram; bigram; trigram
ark://27927/phw8d0hq68,Persons as Sui Generis Ontological Kinds: Advice to Exceptionists,Philosophy and Phenomenological Research,2010,10.1111/j.1933-1592.2010.00379.x,article,,portico,,2010-11-01,3,81,http://doi.org/10.1111/j.1933-1592.2010.00379.x,KRISTIE MILLER,"John Wiley & Sons, Inc.",eng,567,593,,normative practices; sui generis; persons; generis ontological; four dimensionalists; objects; persons perdure; perduring; perdure; ontological kinds,11806,27,unigram; bigram; trigram
http://www.jstor.org/stable/2247095,Review Article,Mind,1887,,article,book-review,jstor,,1887-10-01,48,12,http://www.jstor.org/stable/2247095,J. McK. Cattell,Oxford University Press,eng,583,589,,,3358,7,unigram; bigram; trigram
http://www.jstor.org/stable/2177857,Review Article,The Philosophical Review,1911,,article,book-review,jstor,,1911-05-01,3,20,http://www.jstor.org/stable/2177857,Horace C. Longwell,Duke University Press,eng,323,331,,,3980,9,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2181548,An Event in Modern Philosophy,The Philosophical Review,1945,,article,research-article,jstor,,1945-11-01,6,54,http://www.jstor.org/stable/2181548,Dickinson S. Miller,Duke University Press,eng,593,606,,,7101,14,unigram; bigram; trigram
ark://27927/pgg37k4rbhk,GOODNESS,Philosophy and Phenomenological Research,2013,10.1111/phpr.12058,article,,portico,,2013-09-01,2,87,http://doi.org/10.1111/phpr.12058,Judith Jarvis Thomson,"John Wiley & Sons, Inc.",eng,467,475,,goodness; reason; property; giants winning; valuing; buck passing; philosophers; holiday; absolute goodness; attributive,3541,9,unigram; bigram; trigram
http://www.jstor.org/stable/2247938,Review Article,Mind,1894,,article,book-review,jstor,,1894-01-01,9,3,http://www.jstor.org/stable/2247938,Carveth Read,Oxford University Press,eng,130,133,,,2490,4,unigram; bigram; trigram
http://www.jstor.org/stable/2939843,Review Article,The Journal of Philosophy,1921,,article,book-review,jstor,,1921-04-14,8,18,http://www.jstor.org/stable/2939843,Herbert W. Schneider,"Journal of Philosophy, Inc.",eng,216,222,,,2883,7,unigram; bigram; trigram; fullText
ark://27927/phzp9nvwj87,William's Machine,The Journal of Philosophy,1986,10.2307/2026432,article,,portico,,1986-01-01,10,83,http://doi.org/10.2307/2026432,Christopher J. Martin,Philosophy Documentation Center,eng,564,572,,,3934,9,unigram; bigram; trigram
ark://27927/pgk305zmsc7,Replies to Symposiasts on The View from Here,Philosophy and Phenomenological Research,2016,10.1111/phpr.12296,article,,portico,,2016-05-01,3,92,http://doi.org/10.1111/phpr.12296,R. Jay Wallace,"John Wiley & Sons, Inc.",eng,792,805,,affirmation; unconditional affirmation; munoz dard; kolodny; gauguin; attachments; reginster; regret; retrospective; attitudes,8584,14,unigram; bigram; trigram
ark://27927/phzp9p958rx,The Dawn of Value Theory,The Journal of Philosophy,1937,10.2307/2018376,article,,portico,,1937-01-01,14,34,http://doi.org/10.2307/2018376,Ray Lepley,Philosophy Documentation Center,eng,365,373,,,4203,9,unigram; bigram; trigram
http://www.jstor.org/stable/2023188,Whitehead's Explanation of the Past,The Journal of Philosophy,1961,,article,research-article,jstor,,1961-09-14,19,58,http://www.jstor.org/stable/2023188,William A. Christian,"Journal of Philosophy, Inc.",eng,534,543,,,3806,10,unigram; bigram; trigram
ark://27927/phznw9n1w6h,Can Pragmatists Be Moderate?,Philosophy and Phenomenological Research,2021,10.1111/phpr.12673,article,,portico,,2021-05-01,3,102,http://doi.org/10.1111/phpr.12673,Alex Worsnip,"John Wiley & Sons, Inc.",eng,531,558,,,17506,28,unigram; bigram; trigram
ark://27927/phz1jqgtrdk,Critical Notices,Philosophy and Phenomenological Research,2003,10.1111/j.1933-1592.2003.tb00277.x,article,,portico,,2003-03-01,2,66,http://doi.org/10.1111/j.1933-1592.2003.tb00277.x,,"John Wiley & Sons, Inc.",eng,489,503,,husserl; lafont; heidegger; louden; dynamical systems; theory; juarrero; ethics; impartial beneficence; impure,8257,16,unigram; bigram; trigram
http://www.jstor.org/stable/20115802,The Importance of What We Care About,Synthese,1982,,article,research-article,jstor,,1982-11-01,2,53,http://www.jstor.org/stable/20115802,Harry Frankfurt,Springer,eng,257,272,,,7249,16,unigram; bigram; trigram
http://www.jstor.org/stable/2184441,Intention and Means-End Reasoning,The Philosophical Review,1981,,article,research-article,jstor,,1981-04-01,2,90,http://www.jstor.org/stable/2184441,Michael Bratman,Duke University Press,eng,252,265,,,5758,14,unigram; bigram; trigram
http://www.jstor.org/stable/2382168,Kantian Constructivism and Reconstructivism: Rawls and Habermas in Dialogue,Ethics,1994,,article,research-article,jstor,,1994-10-01,1,105,http://www.jstor.org/stable/2382168,Thomas McCarthy,University of Chicago Press,eng,44,63,,,9871,20,unigram; bigram; trigram
http://www.jstor.org/stable/2183125,Emotion and Object,The Philosophical Review,1965,,article,research-article,jstor,,1965-10-01,4,74,http://www.jstor.org/stable/2183125,J. C. Gosling,Duke University Press,eng,486,503,,,8962,18,unigram; bigram; trigram
ark://27927/phz1jqg4647,The Principle‐Based Account of Modality: Elucidations and Resources,Philosophy and Phenomenological Research,2002,10.1111/j.1933-1592.2002.tb00171.x,article,,portico,,2002-05-01,3,64,http://doi.org/10.1111/j.1933-1592.2002.tb00171.x,CHRISTOPHER PEACOCKE,"John Wiley & Sons, Inc.",eng,663,679,,admissible; principle; possession condition; admissible assignment; concept; objects; based account; semantic value; actual; actual semantic,7657,17,unigram; bigram; trigram
http://www.jstor.org/stable/2023145,Analytic Propositions and Philosophical Truths,The Journal of Philosophy,1963,,article,research-article,jstor,,1963-08-15,17,60,http://www.jstor.org/stable/2023145,Robert E. Gahringer,"Journal of Philosophy, Inc.",eng,481,502,,,9340,22,unigram; bigram; trigram
http://www.jstor.org/stable/2178052,Review Article,The Philosophical Review,1917,,article,book-review,jstor,,1917-09-01,5,26,http://www.jstor.org/stable/2178052,George L. Burr,Duke University Press,eng,556,560,,,1753,5,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2379601,Review Article,Ethics,1963,,article,book-review,jstor,,1963-10-01,1,74,http://www.jstor.org/stable/2379601,C. M. P.,University of Chicago Press,eng,65,68,,,2479,4,unigram; bigram; trigram
http://www.jstor.org/stable/2250414,Ambiguity,Mind,1941,,article,research-article,jstor,,1941-04-01,198,50,http://www.jstor.org/stable/2250414,Richard Robinson,Oxford University Press,eng,140,155,,,7393,16,unigram; bigram; trigram
ark://27927/pgj324kzhz,Resisting Encroachment,Philosophy and Phenomenological Research,2012,10.1111/j.1933-1592.2012.00628.x,article,,portico,,2012-09-01,2,85,http://doi.org/10.1111/j.1933-1592.2012.00628.x,BARON REED,"John Wiley & Sons, Inc.",eng,465,472,,knowledge; fantl and mcgrath; stakes; pragmatic encroachment; epistemic; practical; rational; knowledge that bxd; broker; practical rationality,3545,8,unigram; bigram; trigram
http://www.jstor.org/stable/10.1086/659230,Conflations in the Causal Account of Information Undermine the Parity Thesis*,Philosophy of Science,2011,,article,research-article,jstor,,2011-04-01,2,78,http://www.jstor.org/stable/10.1086/659230,Barton Moffatt,The University of Chicago Press,eng,284,302,,,7068,19,unigram; bigram; trigram
http://www.jstor.org/stable/2379196,Review Article,Ethics,1968,,article,book-review,jstor,,1968-10-01,1,79,http://www.jstor.org/stable/2379196,A. C. Genova,University of Chicago Press,eng,87,89,,,2083,3,unigram; bigram; trigram
http://www.jstor.org/stable/42000404,Faith in Humanity,Philosophy and Phenomenological Research,2013,,article,research-article,jstor,,2013-11-01,3,87,http://www.jstor.org/stable/42000404,RYAN PRESTON-ROEDDER,International Phenomenological Society,eng,664,687,,,12368,24,unigram; bigram; trigram
http://www.jstor.org/stable/2250037,Philosophical Periodicals,Mind,1937,,article,research-article,jstor,,1937-01-01,181,46,http://www.jstor.org/stable/2250037,,Oxford University Press,eng,111,122,,,7306,12,unigram; bigram; trigram
http://www.jstor.org/stable/2026383,Review Article,The Journal of Philosophy,1982,,article,book-review,jstor,,1982-09-01,9,79,http://www.jstor.org/stable/2026383,Anil Gupta,"Journal of Philosophy, Inc.",eng,518,522,,,2171,5,unigram; bigram; trigram
http://www.jstor.org/stable/2185738,"The Argument of ""On Denoting""",The Philosophical Review,1994,,article,research-article,jstor,,1994-04-01,2,103,http://www.jstor.org/stable/2185738,Michael Kremer,Duke University Press,eng,249,297,,,20286,49,unigram; bigram; trigram
http://www.jstor.org/stable/10.1086/593566,Resurrecting Biological Essentialism*,Philosophy of Science,2008,,article,research-article,jstor,,2008-07-01,3,75,http://www.jstor.org/stable/10.1086/593566,Michael Devitt,The University of Chicago Press,eng,344,382,,,16614,39,unigram; bigram; trigram
ark://27927/phw8czq6b0,"Response to Fumerton, Marti, Reimer and Stroud",Philosophy and Phenomenological Research,2007,10.1111/j.1933-1592.2007.00054.x,article,,portico,,2007-05-01,3,74,http://doi.org/10.1111/j.1933-1592.2007.00054.x,HOWARD WETTSTEIN,"John Wiley & Sons, Inc.",eng,754,775,,reimer; fregean; reference; indexicals; fumerton; empty names; something; direct reference; semantic; kaplan,9782,22,unigram; bigram; trigram
ark://27927/phzp9nrfpp9,On the Justification of Beliefs and Attitudes,The Journal of Philosophy,1954,10.2307/2021464,article,,portico,,1954-01-01,20,51,http://doi.org/10.2307/2021464,Sidney Morgenbesser,Philosophy Documentation Center,eng,565,576,,,5518,12,unigram; bigram; trigram
ark://27927/pgg5bxpwzsc,The Agony of Defeat?,Philosophy and Phenomenological Research,2014,10.1111/phpr.12087,article,,portico,,2014-05-01,3,88,http://doi.org/10.1111/phpr.12087,Nicholas Silins,"John Wiley & Sons, Inc.",eng,505,532,,justification; experience; conservative; believe; veridical hallucination; hypothesis; defeasibility argument; conservatism; reason; conservative view,13586,28,unigram; bigram; trigram
http://www.jstor.org/stable/429660,Review Article,The Journal of Aesthetics and Art Criticism,1975,,article,book-review,jstor,,1975-07-01,4,33,http://www.jstor.org/stable/429660,Hugh J. Silverman,Wiley,eng,462,464,,,2643,3,unigram; bigram; trigram
http://www.jstor.org/stable/2380100,The Deontic Status of Legal Norms,Ethics,1973,,article,research-article,jstor,,1973-01-01,2,83,http://www.jstor.org/stable/2380100,Ronald Moore,University of Chicago Press,eng,151,158,,,4018,8,unigram; bigram; trigram
http://www.jstor.org/stable/3489045,Review Article,Mind,2003,,article,book-review,jstor,,2003-10-01,448,112,http://www.jstor.org/stable/3489045,James Montmarquet,Oxford University Press,eng,703,705,,,1431,3,unigram; bigram; trigram
http://www.jstor.org/stable/2381811,The Limits of Multilateral Promising,Ethics,1990,,article,research-article,jstor,,1990-04-01,3,100,http://www.jstor.org/stable/2381811,John Orbell; Robyn Dawes; Alphons van de Kragt,University of Chicago Press,eng,616,627,,,5929,12,unigram; bigram; trigram
ark://27927/pgg1zvm3whj,Validity for Strong Pluralists,Philosophy and Phenomenological Research,2013,10.1111/j.1933-1592.2011.00544.x,article,,portico,,2013-05-01,3,86,http://doi.org/10.1111/j.1933-1592.2011.00544.x,Aaron J. Cotnoir,"John Wiley & Sons, Inc.",eng,563,579,,pluralists; strong pluralists; mixed inferences; truth property; tappolet; validity; intuitionistic logic; domains; truth pluralists; heyting algebras,7034,17,unigram; bigram; trigram
ark://27927/phw8d0q2dw,Unenriched Subsentential Illocutions,Philosophy and Phenomenological Research,2011,10.1111/j.1933-1592.2011.00528.x,article,,portico,,2011-11-01,3,83,http://doi.org/10.1111/j.1933-1592.2011.00528.x,EROS CORAZZA,"John Wiley & Sons, Inc.",eng,560,582,,subsentential; stainton; reflexive truth; utterance; subsentential illocutions; mental indexicals; indexicals; unenriched subsentential; thoughts; proposition,9605,23,unigram; bigram; trigram
